Trade Date,USD+AF8-FUT,JPY+AF8-FUT,GBP+AF8-FUT,EUR+AF8-FUT
28/07/16,67.38,64.345,88.7225,74.7325
29/07/16,67.2925,65.1175,88.7225,74.8325
01/08/16,67.0475,65.515,88.425,74.9075
02/08/16,67.0275,65.8125,88.79,75.0725
03/08/16,67.26,66.4175,89.7925,75.3825
04/08/16,67.1825,66.2825,88.77,74.8375
05/08/16,67,66.285,88.23,74.795
08/08/16,67.06,65.5375,87.645,74.35
09/08/16,67.075,65.66,87.11,74.3825
10/08/16,66.875,66.0825,87.535,74.845
11/08/16,66.975,66.0625,87.035,74.7
12/08/16,66.9975,65.6475,86.87,74.745
16/08/16,66.86,66.86,86.9125,75.4775
18/08/16,66.8975,66.6675,88.0125,75.735
19/08/16,67.125,66.97,88.0775,76.005
22/08/16,67.265,66.87,88.1425,75.985
23/08/16,67.1125,66.9825,88.5425,76.08
24/08/16,67.165,66.9925,88.92,75.7175
25/08/16,67.055,66.7425,88.4725,75.6625
26/08/16,67.0675,66.7275,88.5075,75.675
29/08/16,67.185,65.655,88.075,75.235
30/08/16,67.3475,65.815,88.235,75.255
31/08/16,67.265,65.15,88.3925,74.9775
01/09/16,67.24,64.91,89.0575,75.05
02/09/16,67.085,64.8475,88.9,75.115
06/09/16,66.72,64.665,88.995,74.585
07/09/16,66.565,65.5375,89.0475,74.9375
08/09/16,66.5825,65.5025,89.005,75.2275
09/09/16,66.8625,65.1525,89.04,75.39
12/09/16,67.0575,65.7325,88.94,75.275
14/09/16,67.0325,65.81,88.55,75.2925
15/09/16,67.12,65.5425,88.7725,75.4425
16/09/16,67.1075,65.865,88.4,75.325
19/09/16,67.065,65.845,87.5675,74.9025
20/09/16,67.115,65.84,87.075,75.0675
21/09/16,67.0875,66.1325,87.23,74.8
22/09/16,66.7175,66.2125,87.175,74.97
23/09/16,66.675,66.1575,86.5325,74.8
26/09/16,66.6525,66.335,86.2175,74.96
27/09/16,66.4825,66.215,86.2225,74.74
28/09/16,66.4575,66.095,86.4675,74.4425
29/09/16,67.1375,66.195,87.52,75.3725
30/09/16,66.8725,66.1225,86.8525,74.76
03/10/16,66.8175,65.9375,86.12,75.1425
04/10/16,66.7,65.18,85.19,74.61
05/10/16,66.745,64.78,85.07,74.9825
06/10/16,66.84,64.5375,84.8875,74.835
07/10/16,66.8575,64.52,82.7325,74.56
10/10/16,66.6775,64.55,82.905,74.4525
13/10/16,67.01,64.6275,81.8725,73.985
14/10/16,66.815,64.0625,81.8325,73.6525
17/10/16,66.955,64.2975,81.395,73.6525
18/10/16,66.7875,64.285,82.0175,73.55
19/10/16,66.745,64.58,82.125,73.3275
20/10/16,66.8375,64.445,82.0175,73.4175
21/10/16,66.8975,64.48,81.75,72.895
24/10/16,66.8525,64.34,81.915,72.8875
25/10/16,66.84,63.97,81.8325,72.7825
26/10/16,66.76,64.075,81.33,72.8075
27/10/16,67.1425,64.145,82.4025,73.43
28/10/16,67.0575,63.715,81.425,73.2825
30/10/16,67.07,63.92,81.68,73.6525
01/11/16,66.9825,63.8625,82.1125,73.74
02/11/16,66.9725,64.7875,82.3875,74.26
03/11/16,66.9675,64.895,83.27,74.2125
04/11/16,66.9375,65.045,83.6325,74.3025
07/11/16,66.9275,64.105,83.16,74.115
08/11/16,66.8125,63.8825,82.965,73.865
09/11/16,66.5925,64.605,82.8925,74.02
10/11/16,66.74,62.6125,82.7825,72.8025
11/11/16,67.35,63.2975,85.03,73.215
15/11/16,67.81,62.685,84.075,73.065
16/11/16,68.01,62.0625,84.49,72.8225
17/11/16,67.9375,62.3325,84.7425,72.925
18/11/16,68.1825,61.7975,84.74,72.42
21/11/16,68.145,61.5875,84.125,72.4425
22/11/16,68.2175,61.6075,84.9725,72.6575
23/11/16,68.5625,61.735,84.8875,72.8875
24/11/16,68.7125,60.8225,85.865,72.67
25/11/16,68.4225,60.6875,85.2375,72.5525
28/11/16,68.6975,61.3325,85.9,73.1775
29/11/16,68.835,61.2325,85.9125,73.04
30/11/16,68.5625,60.8175,85.285,73.1525
01/12/16,68.495,60.0625,86.51,72.8525
02/12/16,68.37,60.14,86.255,72.825
05/12/16,68.365,59.885,86.88,73.07
06/12/16,68.0325,59.725,86.7875,73.2675
07/12/16,67.795,59.5475,85.465,72.745
08/12/16,67.44,59.545,85.58,72.805
09/12/16,67.52,59.0175,85.18,71.6825
13/12/16,67.585,58.625,85.8375,71.7925
14/12/16,67.54,58.81,86.1225,71.9325
15/12/16,67.89,57.4275,85.1025,71.11
16/12/16,67.795,57.49,84.5,70.965
19/12/16,67.8925,57.915,84.48,70.94
20/12/16,68.075,57.795,84.1975,70.7325
21/12/16,67.9375,57.8875,83.98,70.76
22/12/16,67.9975,57.9125,83.975,71.2175
23/12/16,67.8,57.83,83.1625,70.8875
26/12/16,67.73,57.9075,83.2975,70.8425
27/12/16,68.015,58.015,83.4775,71.135
28/12/16,68.22,58.0175,83.88,71.46
29/12/16,68.2675,58.76,83.88,71.57
30/12/16,68.1025,58.3975,83.8375,71.9175
02/01/17,68.3775,58.385,84.12,71.765
03/01/17,68.475,57.9975,84.165,71.275
04/01/17,68.2275,58.2,83.7525,71.37
05/01/17,68.1175,58.47,83.885,71.5325
06/01/17,68.1175,58.8075,84.265,72.1825
09/01/17,68.3825,58.605,83.3625,71.9975
10/01/17,68.325,58.9575,83.1125,72.5425
11/01/17,68.47,58.9125,83.1925,72.085
12/01/17,68.1975,59.7275,83.75,72.5975
13/01/17,68.28,59.6,83.48,72.7475
16/01/17,68.2075,59.765,82.3125,72.27
17/01/17,68.045,60.2625,82.8575,72.72
18/01/17,68.135,60.11,83.9,72.8
19/01/17,68.2,59.48,84.1175,72.6975
20/01/17,68.235,59.23,83.8,72.535
23/01/17,68.235,59.98,84.9725,73.2125
24/01/17,68.175,60.135,84.89,73.175
25/01/17,68.0775,59.9475,85.6325,73.1825
27/01/17,68.1875,59.25,85.55,72.74
30/01/17,68.17,59.4925,85.4875,72.93
31/01/17,68.0625,59.81,84.6975,72.92
01/02/17,67.71,59.79,85.51,73.155
02/02/17,67.5575,60.1075,85.52,73.02
03/02/17,67.465,59.6625,84.24,72.54
06/02/17,67.35,59.8875,84.1125,72.4225
07/02/17,67.535,60.1275,83.5925,72.1425
08/02/17,67.3675,60.02,84.205,71.8175
09/02/17,66.9925,59.6975,84.2575,71.7025
10/02/17,66.9725,59.0675,83.7425,71.3925
13/02/17,67.1175,59.015,84.065,71.495
14/02/17,67.0225,59.1575,83.6475,71.2375
15/02/17,66.9625,58.5275,83.315,70.7275
16/02/17,67.1,59.06,83.9575,71.355
17/02/17,67.0975,59.4875,83.31,71.485
20/02/17,66.955,59.21,83.5,71.145
22/02/17,66.99,59.2975,83.4525,70.4125
23/02/17,66.825,59.0275,83.2025,70.65
27/02/17,66.9575,59.71,83.2025,71
28/02/17,66.94,59.705,83.345,71.0825
01/03/17,67.0325,59.0375,82.885,70.78
02/03/17,66.9025,58.6175,82.2175,70.545
03/03/17,67.0025,58.595,82,70.7425
06/03/17,66.8875,58.8275,82.09,70.92
07/03/17,66.84,58.7625,81.63,70.8
08/03/17,66.885,58.6925,81.3725,70.72
09/03/17,66.8625,58.3875,81.3725,70.695
10/03/17,66.725,57.8925,81.21,70.8575
14/03/17,65.9625,57.455,80.115,70.255
15/03/17,65.8125,57.475,80.3425,70.0525
16/03/17,65.5325,57.8025,80.395,70.36
17/03/17,65.57,57.98,81.05,70.4975
20/03/17,65.4275,58.02,81.28,70.4075
21/03/17,65.3,58.145,81.4425,70.5825
22/03/17,65.5175,58.885,81.6475,70.715
23/03/17,65.5625,59.07,82.04,70.7875
24/03/17,65.4075,58.94,81.7075,70.6925
27/03/17,65.0825,59.0075,81.9675,70.7175
29/03/17,64.9525,58.4425,80.4425,70.1125
30/03/17,65.0925,58.6525,81.2075,70.06
31/03/17,65.0625,58.2875,81.21,69.6725
03/04/17,65.225,58.57,81.635,69.585
05/04/17,65.095,58.7775,81.31,69.55
06/04/17,64.72,58.4075,80.6925,69.11
07/04/17,64.415,58.25,80.09,68.55
10/04/17,64.7025,58.2025,80.33,68.5275
11/04/17,64.63,58.465,80.365,68.675
12/04/17,64.7725,59.1475,81.03,68.755
13/04/17,64.4925,59.205,80.9475,68.7175
17/04/17,64.5675,59.605,81.0525,68.7425
18/04/17,64.68,59.4025,81.985,69.0725
19/04/17,64.6375,59.3375,83.065,69.3625
20/04/17,64.6125,59.2675,82.7275,69.4425
21/04/17,64.6375,59.245,82.635,69.1825
24/04/17,64.4575,58.525,82.6875,69.9975
25/04/17,64.2925,58.2075,82.41,69.93
26/04/17,64.02,57.4675,82.1025,69.9675
27/04/17,64.39,57.9,83.1175,70.28
28/04/17,64.5375,58.0075,83.6025,70.69
02/05/17,64.445,57.5125,83.3325,70.45
03/05/17,64.3625,57.44,83.2325,70.3225
04/05/17,64.375,57.07,83.055,70.4375
05/05/17,64.545,57.48,83.485,70.8325
08/05/17,64.4725,57.3425,83.6,70.6525
09/05/17,64.8025,57.04,83.78,70.7
11/05/17,64.51,56.6025,83.1825,70.1825
12/05/17,64.4525,56.62,82.905,70.1525
15/05/17,64.185,56.595,83.0825,70.4575
16/05/17,64.1875,56.5125,82.8225,71.03
17/05/17,64.245,57.1575,83.3325,71.375
18/05/17,64.9425,58.81,84.59,72.3575
19/05/17,64.7075,58.09,84.1725,72.285
22/05/17,64.59,58.005,83.9725,72.5875
23/05/17,64.8975,58.35,84.1825,72.9125
24/05/17,64.79,57.9575,84.0075,72.4875
25/05/17,64.6225,57.8275,83.7725,72.465
26/05/17,64.445,58.1175,82.8875,72.235
29/05/17,64.5625,58.035,82.83,72.145
30/05/17,64.8775,58.5275,83.555,72.4575
31/05/17,64.7325,58.4825,83.1975,72.69
01/06/17,64.72,58.285,83.2025,72.67
02/06/17,64.6375,58.0475,83.155,72.57
05/06/17,64.5425,58.4225,83.3325,72.655
06/06/17,64.615,59.0825,83.4125,72.7425
07/06/17,64.5075,58.9875,83.2675,72.3675
08/06/17,64.3875,58.5675,83.41,72.455
09/06/17,64.405,58.3825,82.2825,72.0975
12/06/17,64.585,58.775,82.0425,72.51
13/06/17,64.47,58.6175,82.1325,72.3275
14/06/17,64.4075,58.405,82.045,72.235
15/06/17,64.6,58.845,82.3575,72.1425
16/06/17,64.51,57.995,82.44,72.175
19/06/17,64.49,58.1525,82.59,72.33
20/06/17,64.5475,57.9125,81.8025,72.0325
21/06/17,64.565,58.05,81.855,72.0525
22/06/17,64.61,58.07,81.84,72.1575
23/06/17,64.525,58.01,82.2025,72.0425
27/06/17,64.5325,57.7475,82.2925,72.655
28/06/17,64.52,57.4725,82.6675,73.3425
29/06/17,64.85,57.62,84.1425,74.015
30/06/17,64.8175,57.91,84.075,74.0025
03/07/17,65.0925,57.655,84.3375,74.06
04/07/17,64.945,57.415,83.9825,73.745
05/07/17,64.995,57.27,83.96,73.6925
06/07/17,64.9475,57.3625,84.165,73.9175
07/07/17,64.7525,57.035,83.5675,73.96
10/07/17,64.6775,56.68,83.41,73.745
11/07/17,64.7175,56.7025,83.6275,73.8125
12/07/17,64.69,57.0725,83.275,74.18
13/07/17,64.545,57.1575,83.44,73.555
14/07/17,64.5425,57.09,83.8075,73.715
17/07/17,64.4425,57.34,84.2,73.9225
18/07/17,64.415,57.48,83.845,74.4575
19/07/17,64.3725,57.4425,83.88,74.2375
20/07/17,64.475,57.4675,83.4975,74.2125
21/07/17,64.365,57.7075,83.78,74.985
24/07/17,64.3775,58.1,83.9,75.005
25/07/17,64.415,57.7875,83.9375,75.085
26/07/17,64.39,57.63,84.0575,74.955
27/07/17,64.1225,57.7125,84.2575,75.255
28/07/17,64.3975,57.9625,84.32,75.5225
31/07/17,64.4,58.3,84.5975,75.6475
01/08/17,64.2775,58.2775,84.96,76.02
02/08/17,63.84,57.76,84.6425,75.625
03/08/17,63.8725,57.805,84.3025,75.7
04/08/17,63.7725,58.0025,83.905,75.7625
07/08/17,63.9775,57.83,83.6125,75.6075
08/08/17,63.8,57.8675,83.1725,75.4125
09/08/17,63.9925,58.34,83.26,75.1625
10/08/17,64.165,58.515,83.52,75.27
11/08/17,64.26,58.9375,83.425,75.625
14/08/17,64.22,58.59,83.38,75.8175
16/08/17,64.235,58.0075,82.735,75.2075
18/08/17,64.2,58.9275,82.7825,75.475
21/08/17,64.1975,58.9175,82.8,75.48
22/08/17,64.1775,58.74,82.3175,75.46
23/08/17,64.13,58.6425,82.205,75.6325
24/08/17,64.035,58.5525,82.135,75.575
28/08/17,63.905,58.52,82.525,76.225
29/08/17,64.01,58.785,82.85,76.745
30/08/17,64.1725,58.4875,83.005,76.7625
31/08/17,64.075,58.035,82.5375,76.0075
01/09/17,64.1925,58.325,83.0975,76.555
04/09/17,64.215,58.61,83.22,76.515
05/09/17,64.2725,58.8275,83.3425,76.49
06/09/17,64.26,59.06,83.8775,76.6975
07/09/17,64.15,58.935,84.0125,76.8925
08/09/17,63.9375,59.5475,84.38,77.07
11/09/17,64.03,59.03,84.645,76.955
12/09/17,64.145,58.42,85.15,76.6
13/09/17,64.09,58.27,85.0925,76.8375
14/09/17,64.18,58.15,84.8825,76.37
15/09/17,64.1825,57.75,87.1275,76.7125
18/09/17,64.1975,57.7725,86.9425,76.8225
19/09/17,64.3975,57.765,86.9175,77.1575
20/09/17,64.345,57.8375,87.1325,77.215
21/09/17,64.85,57.6725,87.4,77.125
22/09/17,64.84,57.895,87.9675,77.6425
25/09/17,65.1775,58.0875,87.8825,77.3725
26/09/17,65.4325,58.4925,87.835,77.1175
27/09/17,65.7025,58.36,87.9725,77.3
28/09/17,65.745,58.3975,88.285,77.54
29/09/17,65.5375,58.2825,87.8,77.46
03/10/17,65.715,58.175,87.18,77.31
04/10/17,65.195,58.0525,86.6375,76.8225
05/10/17,65.285,58.11,86.1025,76.7575
06/10/17,65.55,58.08,85.7125,76.8075
09/10/17,65.5475,58.175,86.4,77.0325
10/10/17,65.43,58.2125,86.3,77.1325
11/10/17,65.2975,58.1975,86.165,77.2325
12/10/17,65.22,58.1175,85.81,77.4
13/10/17,65.0225,58.02,86.475,76.92
16/10/17,64.815,58.005,86.245,76.5825
17/10/17,65.0325,58,85.855,76.48
18/10/17,65.1025,57.77,85.8525,76.4975
19/10/17,65.08,57.76,85.755,76.5175
23/10/17,65.0475,57.1475,85.7075,76.3875
24/10/17,65.1125,57.295,85.8225,76.625
25/10/17,64.935,56.8775,86.0475,76.4925
26/10/17,64.8325,57.0375,85.1925,76.5225
27/10/17,65.0725,57.01,85.425,75.6775
30/10/17,65.07,57.355,85.7875,75.865
31/10/17,64.9775,57.3675,85.9125,75.71
01/11/17,64.8225,56.8925,86.3,75.5575
02/11/17,64.8125,56.8575,85.725,75.62
03/11/17,64.73,56.7825,84.7225,75.4775
06/11/17,64.85,56.895,85.06,75.2825
07/11/17,65.1975,57.14,85.735,75.445
08/11/17,65.125,57.35,85.5325,75.6
09/11/17,65.0975,57.4525,85.3,75.655
10/11/17,65.305,57.59,85.8775,76.12
13/11/17,65.565,57.8725,85.7725,76.39
14/11/17,65.535,57.6725,85.8025,76.86
15/11/17,65.3425,57.95,86.065,77.3775
16/11/17,65.4,57.825,86.2725,76.9225
17/11/17,65.1,57.865,85.85,76.9
20/11/17,65.1425,58.1125,86.2825,76.7975
21/11/17,64.9575,57.72,85.91,76.1675
22/11/17,64.96,57.9775,85.985,76.3525
23/11/17,64.61,58.105,85.985,76.5475
24/11/17,64.7,58.06,86.17,76.7825
27/11/17,64.5375,57.9825,86.105,77.0175
28/11/17,64.4075,57.915,85.325,76.685
29/11/17,64.5125,57.885,86.52,76.4475
30/11/17,64.6425,57.59,86.925,76.61
04/12/17,64.55,57.1875,87.11,76.58
05/12/17,64.5575,57.455,86.6525,76.71
06/12/17,64.6525,57.6725,86.505,76.5075
07/12/17,64.685,57.45,86.7275,76.3025
08/12/17,64.5675,56.9175,86.995,75.905
11/12/17,64.46,56.885,86.36,76.1125
12/12/17,64.515,56.89,86.135,76.06
13/12/17,64.53,56.965,86.225,75.835
14/12/17,64.415,57.205,86.65,76.245
15/12/17,64.155,57.195,86.09,75.7125
18/12/17,64.2875,57.1025,85.91,75.8575
19/12/17,64.1,56.97,85.715,75.7
20/12/17,64.1425,56.7375,85.94,76.0275
21/12/17,64.065,56.46,85.6975,76.0875
22/12/17,64.0475,56.53,85.7375,75.94
26/12/17,64.085,56.5575,85.6425,76.02
27/12/17,64.1425,56.6575,85.815,76.22
28/12/17,64.2725,56.9375,86.48,76.8525
29/12/17,64.035,57.0575,86.58,76.7825
01/01/18,63.875,56.7525,86.2625,76.8125
02/01/18,63.6375,56.8225,86.365,76.8925
03/01/18,63.7,56.835,86.51,76.6275
04/01/18,63.56,56.5325,86.2,76.7175
05/01/18,63.5125,56.17,86.1,76.655
08/01/18,63.5725,56.2925,86.2,76.395
09/01/18,63.845,56.65,86.415,76.26
10/01/18,63.73,57.205,86.39,76.52
11/01/18,63.7675,57.1675,86.0825,76.3125
12/01/18,63.72,57.425,86.86,77.3775
15/01/18,63.5725,57.525,87.625,77.97
16/01/18,64.14,57.96,88.24,78.36
17/01/18,63.9775,57.81,88.3025,78.1975
18/01/18,63.895,57.4975,88.5275,78.29
19/01/18,63.8925,57.7775,88.82,78.4325
22/01/18,63.91,57.76,88.9225,78.365
23/01/18,63.835,57.8175,89.0475,76.605
24/01/18,63.665,58.2225,89.7375,78.53
25/01/18,63.555,58.2775,90.68,78.94
29/01/18,63.545,58.425,89.82,78.855
30/01/18,63.835,58.87,90.1725,79.455
31/01/18,63.7875,58.68,90.31,79.55
01/02/18,64.0975,58.5975,91.325,79.7625
02/02/18,64.2525,58.535,91.5025,80.4125
05/02/18,64.24,58.5375,90.6375,80.14
06/02/18,64.395,59.16,90,79.9775
07/02/18,64.45,59.1225,89.505,79.6525
08/02/18,64.395,58.7425,89.58,78.9325
09/02/18,64.5225,59.185,89.675,79.1
12/02/18,64.43,59.34,89.37,79.1375
14/02/18,64.1975,59.7925,88.9825,79.305
15/02/18,63.9875,60.0275,89.935,79.88
16/02/18,64.28,60.5925,90.45,80.315
20/02/18,64.8525,60.5375,90.6675,80.06
21/02/18,64.83,60.335,90.28,79.9125
22/02/18,65.0575,60.625,90.3225,79.9375
23/02/18,64.74,60.5775,90.25,79.6025
26/02/18,64.6675,60.7075,90.63,79.68
27/02/18,65.0975,60.955,91.0175,80.37
28/02/18,65.33,61.1275,90.795,80.06
01/03/18,65.38,61.32,89.8975,79.7825
05/03/18,65.305,61.9075,90.0925,80.465
06/03/18,65.165,61.47,90.4375,80.59
07/03/18,65.035,61.6775,90.22,80.91
08/03/18,65.2625,61.52,90.5525,80.85
09/03/18,65.295,61.235,90.2625,80.3525
12/03/18,65.1575,61.195,90.28,80.2675
13/03/18,64.9825,60.6625,90.3175,80.2125
14/03/18,64.945,61.0425,90.71,80.405
15/03/18,64.9975,61.4,90.6175,80.405
16/03/18,65.02,61.53,90.7675,80.185
19/03/18,65.2375,61.4675,91.425,80.12
20/03/18,65.2625,61.28,91.495,80.355
21/03/18,65.2625,61.36,91.7175,80.13
22/03/18,65.1225,61.6825,92.1425,80.24
23/03/18,65.0175,61.9325,91.725,80.2025
26/03/18,64.9075,61.84,91.8525,80.3
27/03/18,65.125,61.7825,91.99,80.91
28/03/18,65.3725,61.81,92.6975,81.0975
03/04/18,65.1825,61.45,91.5325,80.225
04/04/18,65.3175,61.55,91.7975,80.3575
05/04/18,65.0925,60.91,91.61,80.035
06/04/18,65.0875,60.715,91.2625,79.7425
09/04/18,65.1425,60.8675,91.885,80.025
10/04/18,65.0975,60.8625,92.1875,80.3
11/04/18,65.3625,61.195,92.755,80.98
12/04/18,65.37,61.0275,92.82,80.7175
13/04/18,65.2875,60.665,93.115,80.465
16/04/18,65.55,61.1425,93.775,81.0325
17/04/18,65.6925,61.4075,94.23,81.335
18/04/18,65.68,61.29,93.36,81.355
19/04/18,65.8025,61.26,93.61,81.495
20/04/18,66.0775,61.3825,92.9575,81.3225
23/04/18,66.4675,61.4075,92.75,81.315
24/04/18,66.3725,61.02,92.56,81.0925
25/04/18,66.6925,61.1,93.16,81.455
26/04/18,66.9625,61.5075,93.6075,81.7375
27/04/18,66.89,61.295,92.2275,80.9925
02/05/18,66.8625,60.96,91.3275,80.4025
03/05/18,66.825,61.14,90.84,80.14
04/05/18,67.0575,61.625,91.115,80.335
07/05/18,67.305,61.66,91.1825,80.3625
08/05/18,67.2325,61.77,90.8625,79.9825
09/05/18,67.415,61.5425,91.545,80.22
10/05/18,67.4425,61.5725,91.2775,80.2675
11/05/18,67.43,61.765,91.6075,80.6075
14/05/18,67.65,61.7625,92.02,81.1725
15/05/18,68.215,62.1,92.3025,81.2075
16/05/18,67.885,61.6825,91.5225,80.1375
17/05/18,67.77,61.2875,91.465,79.965
18/05/18,68.0825,61.36,91.8575,80.21
21/05/18,68.18,61.2775,91.3875,80.15
22/05/18,68.0825,61.4,91.6525,80.44
23/05/18,68.46,62.4,91.375,80.23
24/05/18,68.355,62.3375,91.64,80.075
25/05/18,67.7625,61.95,90.4725,79.31
28/05/18,67.385,61.6425,89.8,78.5575
29/05/18,67.7925,62.0775,90.145,78.715
30/05/18,67.635,62.2175,90,78.82
31/05/18,67.63,62.1775,90.24,79.17
01/06/18,67.26,61.685,89.71,78.8575
04/06/18,67.29,61.5175,90.1475,79.0175
05/06/18,67.3175,61.395,90.0425,78.7975
06/06/18,67.0725,60.9375,90.08,79.0725
07/06/18,67.2375,61.205,90.51,79.595
08/06/18,67.7,61.9425,90.775,79.5625
11/06/18,67.5575,61.495,90.2975,79.69
12/06/18,67.585,61.3525,90.56,79.47
13/06/18,67.74,61.3425,90.3725,79.7225
14/06/18,67.7375,61.615,91.03,80.13
15/06/18,68.0975,61.6025,90.5025,78.965
18/06/18,68.0575,61.6375,90.2675,79.1825
19/06/18,68.3925,62.225,90.045,79.0875
20/06/18,68.13,61.95,89.7725,78.8325
21/06/18,68.0525,61.58,89.835,78.505
22/06/18,67.835,61.6225,90.135,79.0125
25/06/18,68.1275,62.1725,90.4075,79.53
26/06/18,68.2325,62.265,90.3825,79.69
27/06/18,68.5425,62.26,90.565,79.895
28/06/18,69.015,62.73,90.4525,80.11
29/06/18,68.7175,62.2375,90.4175,80.1875
02/07/18,68.9475,62.37,90.86,80.3925
03/07/18,68.81,62.135,90.82,80.3
04/07/18,68.94,62.46,91.0875,80.3725
05/07/18,69.0975,62.5675,91.625,80.9225
06/07/18,69.0475,62.4975,91.43,81
09/07/18,68.87,62.415,91.915,81.195
10/07/18,68.985,62.0275,91.365,80.785
11/07/18,68.9325,62.01,91.3575,80.84
12/07/18,68.6625,61.055,90.65,80.145
13/07/18,68.585,60.9875,90.1275,79.8725
16/07/18,68.6925,61.1425,91.3025,80.565
17/07/18,68.52,60.97,90.57,80.3325
18/07/18,68.6725,60.8225,89.6025,79.8425
19/07/18,69.0925,61.19,89.7925,80.13
20/07/18,68.9375,61.3375,89.895,80.335
23/07/18,68.8725,62.865,89.49,80.7275
24/07/18,68.93,62.1075,90.57,80.7125
25/07/18,68.8075,61.9375,90.5375,80.4525
26/07/18,68.6775,61.96,90.495,80.46
27/07/18,68.7,61.72,89.955,79.96
30/07/18,68.8775,62.1675,90.5375,80.6225
31/07/18,68.785,61.825,90.6425,80.87
01/08/18,68.6675,61.4925,90.285,80.38
02/08/18,68.885,61.8525,90.2925,80.1675
03/08/18,68.86,61.77,89.8,79.97
06/08/18,69.0425,62.045,89.4,79.825
07/08/18,68.86,62.0325,89.3625,79.965
08/08/18,68.795,62.0175,88.6,79.885
09/08/18,68.8025,62.0225,88.79,79.915
10/08/18,68.99,62.2275,88.14,79.1325
13/08/18,70.015,63.515,89.315,79.7425
14/08/18,70,63.17,89.4525,79.915
16/08/18,70.3325,63.43,89.3475,80.0025
20/08/18,69.8575,63.2275,89.2225,79.84
21/08/18,69.9175,63.42,89.775,80.6125
23/08/18,70.14,63.3625,90.48,81.295
24/08/18,69.95,62.825,89.885,81.035
27/08/18,70.145,63.175,90.11,81.55
28/08/18,70.1325,63.105,90.465,82.0025
29/08/18,70.505,63.3,90.6,82.3025
30/08/18,70.9425,63.66,92.44,83.0625
31/08/18,71.175,64.265,92.605,83.06
03/09/18,71.3475,64.3625,91.9775,82.895
04/09/18,71.7,64.5725,91.95,83.195
